Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Name,Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,P01,P02,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
05_121215811_0109_1_2,Vehicles - Passenger loading (without wheelchair),0109,Vehicle Modifications,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121218811_0109_1_2,Vehicles - Hoist for Occupied Wheelchair Loading,0109,Vehicle Modifications,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121221811_0109_1_2,Vehicles - Hoist/Ramp for Unoccupied Wheelchair Loading,0109,Vehicle Modifications,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121227121_0109_1_2,Vehicles - Modification for Wheelchair Passengers,0109,Vehicle Modifications,5,Assistive Technology,E,Yes,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_121227125_0108_1_2,AT Rental - Vehicle modified for Access,0108,Assistance With Travel/Transport Arrangements,5,Assistive Technology,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_121227221_0109_1_2,Vehicles - Modification for Wheelchair Seated Driver,0109,Vehicle Modifications,5,Assistive Technology,E,Yes,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_121230811_0109_1_2,Vehicles -Trailer for wheeled mobility device,0109,Vehicle Modifications,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121290111_0109_1_2,Vehicles - Professional Engineer Modification Certification,0109,Vehicle Modifications,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
05_121800821_0112_1_2,Bicycle - Tricycle and/or Carts,0112,Assistive Equipment For Recreation,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121805111_0112_1_2,Bicycle - Adapted FOR Hand Propulsion,0112,Assistive Equipment For Recreation,5,Assistive Technology,E,Yes,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_121821871_0112_1_2,Bicycle - Adaptation for Pedals/Seat/Handle Bars,0112,Assistive Equipment For Recreation,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122203811_0105_1_2,Wheelchair - Manual - Folding,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122203821_0105_1_2,Wheelchair - Manual - Folding - Custom,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122203891_0105_1_2,Wheelchair - Manual - Tilt In Space,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122203911_0105_1_2,Wheelchair - Manual - Rigid,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122218111_0105_1_2,MWC Attendant Propel + Custom Folding/Rigid Frame,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
05_122290811_0105_1_2,Wheelchair - Manual - Sport and Recreation Use,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122303811_0105_1_2,Scooter: Indoor/Outdoor use,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122303891_0105_1_2,Scooter: Heavy Duty/Robust Activity specific,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122303911_0105_1_2,Scooter (Electrically Powered) - Portable,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122303991_0105_1_2,Scooter: Small Folding/Travel Light-Weight,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122306139_0105_1_2,Wheelchair - Powered With Powered Standing Mechanism,0105,Personal Mobility Equipment,5,Assistive Technology,E,Yes,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_122306191_0105_1_2,Wheelchair - Powered Base with Tilt - All Terrain/Heavy Duty Base,0105,Personal Mobility Equipment,5,Assistive Technology,E,Yes,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_122306811_0105_1_2,Wheelchair - Powered Base with or without Tilt - Indoor/Outdoor use,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122306824_0105_1_2,Wheelchair - Powered Base - Portable/Folding,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122403811_0105_1_2,Wheelchair Accessory - Powered Alternate Operator Control System,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122409871_0105_1_2,Wheelchair Accessory - Power-Assist Drive Technology,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122442871_0105_1_2,Wheelchair Accessory - Health-Related AT/Ventilator Carrier,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122490811_0105_1_2,Wheelchair Accessory - Powered Adjustment for Limbs or Recline orElevate,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122500821_0105_1_2,Postural Support - Seating System - custom made,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122503111_0105_1_2,Postural Support - Positioning - Back,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
05_122506111_0105_1_2,Postural Support - Positioning - Seat,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
05_122524111_0105_1_2,Postural Support - Wheelchair Accessory,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
05_122524811_0105_1_2,Postural Support - Seating Componentry and Accessories,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122707821_0105_1_2,Stroller/Pram/Buggy with Specialised Seating system,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122707831_0105_1_2,Stroller/Pram/Buggy/Push Chair with Supportive Seating,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122707931_0105_1_2,Wheeled base - paediatric - height adaptable for seating,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122715831_0105_1_2,Crawlers/Mobility Boards/Trolley,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_123603811_0105_1_2,Transfer AT - Mobile Hoist including Slings (x2),0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_123606868_0105_1_2,Transfer AT - Mobile Hoist Seat or Table,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_123612811_0105_1_2,Transfer AT - Pool Environment Hoist,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_123612891_0105_1_2,Transfer AT - Ceiling Hoist,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_123621111_0105_1_2,Transfer AT - Sling Standard,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
05_123621121_0105_1_2,Transfer AT - Sling Non-Standard,0105,Personal Mobility Equipment,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
05_150000115_0123_1_2,AT Rental - Assistive Products for Household Tasks,0123,Assistive Products For Household Tasks,5,Assistive Technology,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_174_0119_1_2,Hearing Services Program - Adults With High Intensity Needs (AH Only),0119,Specialised Hearing Services,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
05_177_0119_1_2,Hearing Services Program - Child Under 4 Yrs (AH Only),0119,Specialised Hearing Services,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
05_180315111_0103_1_2,Bed - Ancillary Furniture,0103,Assistive Products For Personal Care And Safety,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
05_180909811_0103_1_2,Specialised Seating with Sit-Stand Assistance,0103,Assistive Products For Personal Care And Safety,5,Assistive Technology,E,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
